,flops,image_size,params,subnet_settings,top1,top5
232,416.356,"[1, 3, 32, 32]",12.653,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [48, 56, 56, 112, 192, 192, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",10.9,99.76
233,362.122,"[1, 3, 32, 32]",4.543,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [32, 64, 64, 128, 128, 128, 128, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.18,99.39
234,283.48,"[1, 3, 32, 32]",4.541,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [32, 32, 144, 144, 256, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",60.12,99.82
235,191.417,"[1, 3, 32, 32]",3.654,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 72, 64, 160, 160, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",14.63,99.72
236,369.651,"[1, 3, 32, 32]",5.989,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 88, 144, 208, 208, 352, 352], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",11.89,99.76
237,365.433,"[1, 3, 32, 32]",11.413,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [64, 64, 128, 256, 448, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",64.12,99.81
238,471.436,"[1, 3, 32, 32]",6.333,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [32, 64, 64, 160, 320, 320, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",10.96,99.74
239,412.22,"[1, 3, 32, 32]",13.754,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [40, 56, 96, 96, 160, 160, 160, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.76,99.58
240,432.164,"[1, 3, 32, 32]",5.824,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [64, 96, 64, 272, 272, 272, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",38.02,99.83
241,824.441,"[1, 3, 32, 32]",22.749,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [56, 80, 80, 128, 128, 208, 208, 208, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.06,99.16
242,374.566,"[1, 3, 32, 32]",7.669,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [56, 48, 144, 240, 240, 240, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",14.08,99.8
243,400.84,"[1, 3, 32, 32]",15.557,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [32, 56, 96, 96, 224, 544, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",33.08,99.81
244,295.751,"[1, 3, 32, 32]",6.74,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 32, 128, 128, 176, 176, 320, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",11.33,99.68
245,298.553,"[1, 3, 32, 32]",5.854,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 88, 128, 160, 160, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",11.29,99.71
246,593.384,"[1, 3, 32, 32]",14.052,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [64, 88, 88, 96, 144, 144, 144, 512, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.41,99.67
247,335.147,"[1, 3, 32, 32]",6.145,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [40, 64, 64, 64, 64, 160, 160, 160, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.66,99.64
248,524.997,"[1, 3, 32, 32]",4.992,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [32, 96, 96, 160, 320, 416], 'kernel_size': [5, 3, 3, 3, 3, 3]}",64.94,99.84
249,660.06,"[1, 3, 32, 32]",13.17,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [56, 88, 88, 144, 144, 128, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",11.46,99.65
250,459.274,"[1, 3, 32, 32]",15.992,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [56, 40, 128, 128, 240, 544, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",28.5,99.82
251,357.657,"[1, 3, 32, 32]",4.537,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 96, 144, 192, 192, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",11.91,99.77
252,321.943,"[1, 3, 32, 32]",6.426,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [56, 64, 80, 80, 240, 240, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",16.71,99.75
253,322.205,"[1, 3, 32, 32]",4.955,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [56, 80, 160, 160, 160, 544], 'kernel_size': [7, 3, 3, 3, 3, 3]}",14.64,99.73
254,208.327,"[1, 3, 32, 32]",3.788,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [64, 64, 64, 64, 240, 448], 'kernel_size': [5, 3, 3, 3, 3, 3]}",68.48,99.79
255,500.247,"[1, 3, 32, 32]",5.357,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [40, 96, 96, 80, 80, 208, 208, 256, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.26,99.61
256,547.69,"[1, 3, 32, 32]",19.662,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [64, 56, 64, 256, 256, 256, 576, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",19.23,99.83
257,182.727,"[1, 3, 32, 32]",3.029,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [40, 48, 48, 80, 192, 416], 'kernel_size': [7, 3, 3, 3, 3, 3]}",68.36,99.83
258,403.117,"[1, 3, 32, 32]",4.919,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [48, 56, 56, 160, 160, 160, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",22.79,99.76
259,282.448,"[1, 3, 32, 32]",5.356,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [32, 72, 64, 272, 272, 448], 'kernel_size': [5, 3, 3, 3, 3, 3]}",39.81,99.79
260,355.429,"[1, 3, 32, 32]",6.359,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [56, 64, 64, 64, 320, 320, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",13.38,99.79
261,236.318,"[1, 3, 32, 32]",4.043,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [56, 40, 40, 128, 144, 144, 144, 288, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",13.37,99.72
262,614.184,"[1, 3, 32, 32]",18.58,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [40, 88, 64, 64, 272, 272, 272, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",12.66,99.74
263,247.305,"[1, 3, 32, 32]",5.464,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [32, 32, 128, 192, 192, 192, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",27.11,99.8
264,378.343,"[1, 3, 32, 32]",7.199,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 80, 80, 240, 240, 240, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",15.85,99.8
265,173.494,"[1, 3, 32, 32]",5.3,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [32, 32, 80, 80, 176, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",55.74,99.73
266,220.329,"[1, 3, 32, 32]",4.522,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [56, 64, 112, 192, 544], 'kernel_size': [5, 3, 3, 3, 3]}",66.24,99.82
267,433.771,"[1, 3, 32, 32]",4.884,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [32, 80, 80, 160, 320, 416], 'kernel_size': [3, 3, 3, 3, 3, 3]}",65.69,99.86
268,249.843,"[1, 3, 32, 32]",5.57,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [32, 88, 80, 208, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3]}",67.57,99.81
269,628.488,"[1, 3, 32, 32]",20.275,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [56, 80, 80, 272, 272, 272, 576, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",15.46,99.82
270,494.205,"[1, 3, 32, 32]",19.527,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [56, 40, 40, 112, 176, 176, 176, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.96,99.69
271,274.593,"[1, 3, 32, 32]",10.601,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [56, 40, 64, 288, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3]}",83.24,99.78
272,451.768,"[1, 3, 32, 32]",12.19,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 48, 96, 96, 304, 304, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",11.44,99.79
273,272.673,"[1, 3, 32, 32]",3.146,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 64, 64, 112, 192, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",34.86,99.84
274,391.705,"[1, 3, 32, 32]",6.697,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [56, 32, 32, 144, 272, 272, 272, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",26.86,99.78
275,322.312,"[1, 3, 32, 32]",5.298,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [64, 72, 112, 112, 160, 160, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",11.34,99.7
276,455.398,"[1, 3, 32, 32]",7.724,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [64, 72, 96, 288, 288, 288, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",33.12,99.84
277,531.483,"[1, 3, 32, 32]",8.595,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [64, 64, 144, 320, 320, 320, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",15.78,99.78
278,298.154,"[1, 3, 32, 32]",6.677,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [56, 48, 144, 224, 224, 608], 'kernel_size': [3, 3, 3, 3, 3, 3]}",23.66,99.83
279,417.796,"[1, 3, 32, 32]",5.464,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [48, 96, 144, 144, 192, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",19.66,99.78
280,364.491,"[1, 3, 32, 32]",12.915,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [40, 48, 48, 80, 288, 480, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",64.97,99.82
281,683.137,"[1, 3, 32, 32]",21.025,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [32, 88, 88, 80, 80, 176, 176, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.13,99.44
282,221.556,"[1, 3, 32, 32]",6.828,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [40, 48, 128, 160, 352, 352, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",52.34,99.79
283,813.586,"[1, 3, 32, 32]",14.721,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [32, 96, 96, 96, 96, 304, 304, 304, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.29,99.68
284,499.289,"[1, 3, 32, 32]",8.225,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [48, 56, 56, 112, 112, 256, 256, 256, 288, 288, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.38,99.56
285,415.749,"[1, 3, 32, 32]",14.887,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [32, 80, 144, 144, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",43.19,99.78
286,425.302,"[1, 3, 32, 32]",11.755,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 88, 144, 192, 192, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",11.8,99.74
287,553.973,"[1, 3, 32, 32]",6.736,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [40, 96, 96, 80, 288, 288, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",20.37,99.78
288,352.981,"[1, 3, 32, 32]",10.527,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 48, 48, 96, 96, 160, 448, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",21.1,99.76
289,423.644,"[1, 3, 32, 32]",3.678,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [48, 72, 72, 128, 128, 288, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",28.47,99.82
290,412.143,"[1, 3, 32, 32]",8.405,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [64, 88, 128, 224, 224, 352, 352, 352], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",11.86,99.8
291,845.838,"[1, 3, 32, 32]",23.319,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [56, 80, 80, 96, 304, 304, 304, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.08,99.74
292,277.1,"[1, 3, 32, 32]",4.772,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [40, 96, 64, 64, 144, 144, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",16.19,99.66
293,222.088,"[1, 3, 32, 32]",3.918,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [64, 56, 56, 64, 176, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",63.47,99.82
294,366.139,"[1, 3, 32, 32]",7.185,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [32, 56, 56, 80, 80, 256, 256, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",13.35,99.77
295,481.922,"[1, 3, 32, 32]",6.741,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [48, 64, 128, 128, 272, 272, 272, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",10.59,99.64
296,464.368,"[1, 3, 32, 32]",10.988,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [40, 56, 56, 64, 64, 320, 320, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",11.51,99.75
297,168.16,"[1, 3, 32, 32]",2.288,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [40, 40, 40, 80, 80, 192, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",52.17,99.78
298,418.681,"[1, 3, 32, 32]",6.176,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [32, 88, 88, 64, 192, 192, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",11.72,99.72
299,658.544,"[1, 3, 32, 32]",18.849,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [48, 72, 72, 144, 208, 208, 208, 576, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.69,99.63
300,437.679,"[1, 3, 32, 32]",11.276,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [56, 48, 48, 96, 96, 192, 192, 192, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.56,99.6
301,533.313,"[1, 3, 32, 32]",19.096,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [56, 40, 144, 224, 224, 224, 576, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",14.34,99.78
302,396.022,"[1, 3, 32, 32]",12.529,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [32, 32, 144, 144, 192, 480, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",33.53,99.81
303,172.798,"[1, 3, 32, 32]",5.998,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [40, 32, 96, 176, 416, 416], 'kernel_size': [7, 3, 3, 3, 3, 3]}",76.17,99.77
304,349.377,"[1, 3, 32, 32]",11.853,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [48, 48, 112, 112, 144, 480, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",27.61,99.77
305,803.822,"[1, 3, 32, 32]",21.121,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [48, 88, 88, 144, 144, 128, 128, 128, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.1,99.21
306,729.422,"[1, 3, 32, 32]",10.415,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 80, 80, 128, 128, 288, 288, 288, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.75,99.74
307,642.431,"[1, 3, 32, 32]",22.85,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 32, 144, 144, 256, 256, 640, 640, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.06,99.68
308,487.053,"[1, 3, 32, 32]",9.964,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [64, 40, 96, 96, 304, 304, 304, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",19.67,99.8
309,190.975,"[1, 3, 32, 32]",2.088,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [48, 88, 64, 176, 320], 'kernel_size': [5, 3, 3, 3, 3]}",70.85,99.79
310,533.403,"[1, 3, 32, 32]",12.123,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [48, 64, 128, 128, 304, 304, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",10.65,99.73
311,459.232,"[1, 3, 32, 32]",10.365,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [32, 88, 88, 64, 64, 144, 448, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",25.13,99.79
312,518.828,"[1, 3, 32, 32]",11.535,"{'depth': [1, 2, 1, 2, 3], 'out_channel': [56, 80, 80, 112, 192, 192, 448, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.64,99.63
313,431.641,"[1, 3, 32, 32]",11.477,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [32, 40, 160, 160, 208, 448, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",27.33,99.8
314,381.455,"[1, 3, 32, 32]",4.542,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 96, 128, 272, 272, 320], 'kernel_size': [3, 3, 3, 3, 3, 3]}",19.81,99.83
315,442.412,"[1, 3, 32, 32]",2.885,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [56, 88, 88, 128, 160, 160, 160, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",10.77,99.65
316,281.049,"[1, 3, 32, 32]",5.538,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [56, 64, 96, 96, 160, 160, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",11.99,99.69
317,381.786,"[1, 3, 32, 32]",17.308,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 40, 80, 192, 192, 576, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",16.24,99.77
318,367.155,"[1, 3, 32, 32]",11.622,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 56, 56, 64, 64, 272, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",43.63,99.87
319,307.088,"[1, 3, 32, 32]",3.713,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 72, 72, 96, 272, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",52.33,99.86
320,326.628,"[1, 3, 32, 32]",13.939,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [56, 40, 96, 240, 512, 512, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",75.03,99.81
321,350.424,"[1, 3, 32, 32]",4.542,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [64, 56, 56, 64, 64, 288, 288, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",15.17,99.77
322,647.502,"[1, 3, 32, 32]",20.464,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [48, 64, 160, 160, 288, 608, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",20.32,99.81
323,256.675,"[1, 3, 32, 32]",2.828,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [48, 88, 112, 272, 288], 'kernel_size': [3, 3, 3, 3, 3]}",67.15,99.85
324,451.565,"[1, 3, 32, 32]",16.706,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [48, 40, 40, 112, 112, 128, 128, 576, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.76,99.58
325,329.388,"[1, 3, 32, 32]",10.051,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [64, 32, 80, 224, 224, 224, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",24.49,99.78
326,293.361,"[1, 3, 32, 32]",9.531,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [64, 32, 32, 160, 144, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",52.61,99.74
327,348.534,"[1, 3, 32, 32]",4.421,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [40, 80, 80, 64, 144, 144, 144, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",19.73,99.75
328,772.299,"[1, 3, 32, 32]",24.305,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [48, 80, 128, 128, 320, 320, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",10.35,99.62
329,342.678,"[1, 3, 32, 32]",7.648,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [32, 48, 160, 208, 208, 208, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",23.22,99.81
330,205.41,"[1, 3, 32, 32]",3.679,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [32, 56, 64, 64, 160, 160, 160, 416], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",15.35,99.73
331,263.977,"[1, 3, 32, 32]",5.757,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [56, 32, 32, 112, 112, 144, 144, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",13.28,99.63
332,594.892,"[1, 3, 32, 32]",17.218,"{'depth': [1, 2, 1, 2, 3], 'out_channel': [48, 80, 80, 128, 160, 160, 576, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",10.28,99.56
333,334.359,"[1, 3, 32, 32]",4.206,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 88, 144, 208, 208, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",11.91,99.77
334,664.269,"[1, 3, 32, 32]",11.339,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [40, 88, 88, 160, 160, 128, 128, 448, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.1,99.44
335,202.591,"[1, 3, 32, 32]",5.408,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [64, 32, 32, 80, 256, 288, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",79.09,99.76
336,386.231,"[1, 3, 32, 32]",7.493,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 88, 80, 80, 240, 240, 320, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",11.33,99.71
337,573.404,"[1, 3, 32, 32]",12.863,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [56, 88, 128, 128, 208, 208, 208, 448, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.49,99.58
338,429.617,"[1, 3, 32, 32]",3.161,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [56, 96, 96, 112, 160, 416], 'kernel_size': [3, 3, 3, 3, 3, 3]}",46.59,99.8
339,386.446,"[1, 3, 32, 32]",12.025,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [56, 48, 144, 224, 224, 448, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",12.96,99.77
340,401.102,"[1, 3, 32, 32]",8.603,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [64, 40, 40, 144, 144, 160, 160, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.38,99.54
341,440.52,"[1, 3, 32, 32]",4.656,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [32, 80, 80, 144, 240, 240, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",13.64,99.77
342,294.449,"[1, 3, 32, 32]",4.402,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [56, 56, 56, 80, 80, 320, 416], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",60.5,99.82
343,442.232,"[1, 3, 32, 32]",5.825,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [56, 64, 64, 96, 96, 224, 224, 224, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.43,99.62
344,324.319,"[1, 3, 32, 32]",5.758,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [40, 64, 64, 112, 176, 176, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",12.56,99.75
345,615.635,"[1, 3, 32, 32]",22.944,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [32, 48, 48, 64, 64, 240, 240, 240, 640, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.09,99.65
346,499.209,"[1, 3, 32, 32]",7.88,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [32, 56, 56, 96, 96, 288, 288, 288, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",12.32,99.76
347,537.646,"[1, 3, 32, 32]",16.485,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 56, 56, 112, 112, 288, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",17.39,99.83
348,517.035,"[1, 3, 32, 32]",16.665,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [32, 32, 160, 160, 272, 544, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",38.08,99.81
349,343.845,"[1, 3, 32, 32]",3.967,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [40, 48, 48, 144, 144, 240, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",17.49,99.77
